Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2016,Carretera,18/02/2016,C-37,91,MANRESA,Bages,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,143,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2016,Zona urbana,22/05/2016,SE,999999,"BARONIA DE RIALB, LA",Noguera,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Resta sortides de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,1348,Matí,Sortida de la calcada sense especificar,dg
2016,Carretera,25/05/2016,GI-682,6,BLANES,Selva,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Doble sentit,Sortida de via amb bolcada,Giratòria,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,121,Nit,Sortida de la calcada sense especificar,dill-dij
2016,Zona urbana,01/07/2016,SE,999999,CASTELLVI DE LA MARC,Alt Penedes,Barcelona,0,1,0,1,1,0,0,0,0,0,0,1,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Sols marques viàries (inclou pas vianants),Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,101,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,div
2016,Carretera,01/10/2016,C-1412b,19,"BARONIA DE RIALB, LA",Noguera,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,125,Matí,Sortida de la calcada sense especificar,dis
2016,Zona urbana,09/05/2016,SE,999999,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,915,Matí,Col.lisió de vehicles en marxa,dill-dij
2016,Carretera,19/11/2016,GIV-5201,53,ARBUCIES,Selva,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1129,Matí,Sortida de la calcada sense especificar,dis
2016,Carretera,30/10/2016,BV-4131,4,"ESPUNYOLA, L'",Bergueda,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,121,Matí,Altres,dg
2016,Carretera,27/08/2016,C-65,161,CASSA DE LA SELVA,Girones,Girona,0,1,4,5,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,5,Nit,Col.lisió de vehicles en marxa,dis
2016,Zona urbana,22/07/2016,SE,999999,MOLINS DE REI,Baix Llobregat,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Sense especificar,Envestida (frontal lateral),Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,1405,Tarda,Col.lisió de vehicles en marxa,div
2016,Zona urbana,28/06/2016,SE,999999,CERDANYOLA DEL VALLES,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,40,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,194,Tarda,Bolcada a la calcada,dill-dij
2016,Carretera,09/08/2016,C-31,2105,BADALONA,Barcelones,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,1933,Tarda,Sortida de la calcada sense especificar,dill-dij
2016,Zona urbana,28/12/2016,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,173,Tarda,Bolcada a la calcada,dill-dij
2016,Carretera,01/01/2016,BV-1212,64,CASTELLBELL I EL VIL,Bages,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,1219,Matí,Altres,div
2016,Carretera,20/08/2016,L-304,21,"PLANS DE SIO, ELS",Segarra,Lleida,0,1,1,2,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Resta sortides de via,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Municipal,Pla,"Calma, vent molt suau",CapDeSetmana,1145,Matí,Sortida de la calcada sense especificar,dis
2016,Carretera,09/12/2016,N-260,1181,RIPOLL,Ripolles,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,1755,Tarda,Col.lisió de vehicles en marxa,div
2016,Zona urbana,29/12/2016,SE,999999,PALLEJA,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,30,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,162,Tarda,Bolcada a la calcada,dill-dij
2016,Zona urbana,14/07/2016,SE,999999,TERRASSA,Valles Occidental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Caiguda en la via,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,225,Nit,Bolcada a la calcada,dill-dij
2016,Carretera,19/08/2016,BV-2425,18,CORBERA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Xoc amb animal a la calçada,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",CapDeSetmana,2135,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,div
2016,Carretera,22/06/2016,LP-7041,156,SEROS,Segria,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,45,Nit,Sortida de la calcada sense especificar,dill-dij
2016,Zona urbana,24/10/2016,SE,999999,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,21,Tarda,Col.lisió de vehicles en marxa,dill-dij
2016,Zona urbana,03/09/2016,SE,999999,FIGUERES,Alt Emporda,Girona,0,1,0,1,1,0,0,1,0,0,0,0,0,30,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,13,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2016,Zona urbana,21/01/2016,SE,999999,"VENDRELL, EL",Baix Penedes,Tarragona,0,1,1,2,2,0,0,0,1,1,0,0,0,40,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Si,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,811,Matí,Bolcada a la calcada,dill-dij
2016,Zona urbana,06/06/2016,SE,999999,SANT MARTI DE CENTEL,Osona,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,39,Nit,Altres,dill-dij
2016,Zona urbana,02/08/2016,SE,999999,CABRERA DE MAR,Maresme,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,0,Nit,Col.lisió de vehicles en marxa,dill-dij
2016,Zona urbana,01/04/2016,SE,999999,BADALONA,Barcelones,Barcelona,0,1,0,1,2,0,0,1,0,1,0,0,0,30,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Si,Dintre intersecció,Senyal velocitat,"De dia, dia fosc",Senyal Stop o cedeix pas,Un sol sentit,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,1237,Matí,Bolcada a la calcada,div
2016,Carretera,21/02/2016,C-1415A,202,TERRASSA,Valles Occidental,Barcelona,0,1,2,3,2,0,0,0,0,2,0,0,0,50,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, sense llum artificial",Senyal Stop o cedeix pas,Doble sentit,Col·lisió frontal,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",CapDeSetmana,1944,Tarda,Col.lisió de vehicles en marxa,dg
2016,Zona urbana,08/06/2016,SE,999999,SITGES,Garraf,Barcelona,1,0,0,1,1,0,0,0,1,0,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,2325,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2016,Zona urbana,25/04/2016,SE,999999,REUS,Baix Camp,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,133,Matí,Atropellament,dill-dij
2016,Carretera,25/04/2016,C-32,100,ARGENTONA,Maresme,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999,Si,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Encalç,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,1953,Tarda,Col.lisió de vehicles en marxa,dill-dij
2016,Carretera,25/03/2016,A-2,557,ODENA,Anoia,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,1045,Matí,Sortida de la calcada sense especificar,div
2016,Carretera,11/08/2016,SE,999999,MONT-ROIG DEL CAMP,Baix Camp,Tarragona,1,0,0,1,1,0,1,0,0,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,Si,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Camí rural/pista forestal,Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,191,Tarda,Bolcada a la calcada,dill-dij
2016,Carretera,28/04/2016,BV-2111,65,SANT PERE DE RIBES,Garraf,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial insuficient",Senyal Stop o cedeix pas,Doble sentit,Col·lisió frontal,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,2206,Nit,Col.lisió de vehicles en marxa,dill-dij
2016,Carretera,10/05/2016,C-243C,32,CASTELLBISBAL,Valles Occidental,Barcelona,0,2,0,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,Vent moderat,Feiners,161,Tarda,Col.lisió de vehicles en marxa,dill-dij
2016,Carretera,17/06/2016,C-31,1965,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Un sol sentit,Atropellament,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,517,Nit,Atropellament,div
2016,Carretera,12/08/2016,CR,1,TORREFETA I FLOREJACS,Segarra,Lleida,0,1,1,2,1,0,0,0,0,0,0,1,0,45,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,Alba o capvespre,NA,Doble sentit,Resta sortides de via,NA,Carretera,Mullat,Altres,Municipal,Canvi rasant,"Calma, vent molt suau",CapDeSetmana,2055,Tarda,Sortida de la calcada sense especificar,div
2016,Carretera,20/03/2016,C-15,3,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,60,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Caiguda en la via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,1534,Tarda,Bolcada a la calcada,dg
2016,Carretera,22/06/2016,N-II,674,MALGRAT DE MAR,Maresme,Barcelona,1,0,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,1822,Tarda,Altres,dill-dij
2016,Carretera,26/10/2016,BV-5011,39,BADALONA,Barcelones,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,1426,Tarda,Bolcada a la calcada,dill-dij
2016,Carretera,21/11/2016,BV-5122,48,FOGARS DE TORDERA,Selva,Barcelona,0,1,1,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Mixt,Carril avançament,No n'hi ha,Pluja forta,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,2012,Tarda,Col.lisió de vehicles en marxa,dill-dij
2016,Carretera,14/08/2016,N-340,11795,TORREDEMBARRA,Tarragones,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,70,No,No n'hi ha,A nivell,Carril central,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,Alba o capvespre,Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,2033,Tarda,Col.lisió de vehicles en marxa,dg
2016,Carretera,27/05/2016,C-1412b,441,ISONA I CONCA DELLA,Pallars Jussa,Lleida,0,2,0,2,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,1534,Tarda,Sortida de la calcada sense especificar,div
2016,Zona urbana,20/02/2016,SE,999999,BARCELONA,Barcelones,Barcelona,1,0,0,1,1,0,0,0,0,1,0,0,0,60,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Doble sentit,Altres,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,355,Nit,Altres,dis
2016,Carretera,11/06/2016,C-17,12,BARCELONA,Barcelones,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,80,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Sense especificar,"Calma, vent molt suau",CapDeSetmana,7,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2016,Zona urbana,13/07/2016,SE,999999,VILASSAR DE MAR,Maresme,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,Alba o capvespre,Semàfor,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,545,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2017,Zona urbana,30/07/2017,SE,999999,BARCELONA,Barcelones,Barcelona,0,2,2,4,4,0,0,0,2,2,0,0,0,100,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,18,Tarda,Col.lisió de vehicles en marxa,dg
2017,Zona urbana,21/11/2017,SE,999999,SABADELL,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,222,Nit,Col.lisió de vehicles en marxa,dill-dij
